,Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
2614,23.0,Masculino,Espírito Santo (ES),Outra opção,Júnior,1500.0,Até 2 anos,Parda
2615,30.0,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
2616,26.0,Masculino,Bahia (BA),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
2617,29.0,Masculino,Rio Grande do Norte (RN),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Branca
2618,32.0,Masculino,Paraná (PR),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
2619,39.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
2620,34.0,Masculino,Distrito Federal (DF),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Parda
2621,35.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,5000.0,Até 2 anos,Branca
2622,29.0,Masculino,Pernambuco (PE),Outra opção,Pleno,3500.0,Até 2 anos,Branca
2623,32.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
2624,25.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Preta
2625,30.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
2626,42.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca
2627,30.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
2628,33.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,5000.0,de 4 a 6 anos,Parda
2629,20.0,Masculino,Bahia (BA),Analista de BI,Júnior,2500.0,Até 2 anos,Parda
2630,34.0,Masculino,Alagoas (AL),,,14000.0,de 4 a 6 anos,Branca
2631,27.0,Masculino,Paraíba (PB),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Parda
2632,31.0,Masculino,São Paulo (SP),Outra opção,Pleno,3500.0,Até 2 anos,Branca
2633,29.0,Feminino,Minas Gerais (MG),,,14000.0,de 7 a 10 anos,Preta
2634,22.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca
2635,31.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Até 2 anos,Preta
2636,42.0,Feminino,Santa Catarina (SC),,,14000.0,de 7 a 10 anos,Branca
2637,40.0,Feminino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
2638,35.0,Masculino,Mato Grosso do Sul (MS),Outra opção,Júnior,5000.0,de 3 a 4 anos,Branca
2639,23.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
2640,39.0,Feminino,Santa Catarina (SC),,,14000.0,de 7 a 10 anos,Branca
2641,43.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Parda
2642,37.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Amarela
2643,39.0,Feminino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Preta
2644,29.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Parda
2645,40.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Pleno,5000.0,Mais de 10 anos,Branca
2646,31.0,Masculino,Rio Grande do Norte (RN),,,14000.0,de 4 a 6 anos,Parda
2647,26.0,Masculino,Paraná (PR),Analista de BI,Júnior,10000.0,de 3 a 4 anos,Branca
2648,33.0,Feminino,Rio de Janeiro (RJ),,,,,Amarela
2649,33.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
2650,24.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
2651,44.0,Masculino,,Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca
2652,34.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca
2653,34.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,3500.0,de 3 a 4 anos,Branca
2654,29.0,Masculino,Distrito Federal (DF),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Parda
2655,37.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Branca
2656,38.0,Masculino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca
2657,34.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
2658,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,5000.0,Até 2 anos,Branca
2659,25.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,35000.0,de 4 a 6 anos,Branca
2660,40.0,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,Até 2 anos,Branca
2661,23.0,Masculino,Santa Catarina (SC),Outra opção,Pleno,7000.0,Até 2 anos,Branca
2662,23.0,Feminino,Minas Gerais (MG),,,,,Preta
2663,,,,,,,,
2664,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca
2665,26.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,2500.0,Até 2 anos,Não informado
2666,35.0,Masculino,Maranhão (MA),Outra opção,Júnior,2500.0,Até 2 anos,Parda
2667,26.0,Masculino,São Paulo (SP),,,,,Amarela
2668,30.0,Feminino,Santa Catarina (SC),Cientista de dados,Pleno,7000.0,Até 2 anos,Parda
2669,31.0,Masculino,Bahia (BA),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Parda
2670,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,18000.0,de 4 a 6 anos,Branca
2671,29.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
2672,55.0,Masculino,São Paulo (SP),Outra opção,Júnior,2500.0,Até 2 anos,Preta
2673,37.0,Masculino,Minas Gerais (MG),,,,,Branca
2674,42.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
2675,24.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
2676,41.0,Masculino,Paraná (PR),,,27500.0,Mais de 10 anos,Branca
2677,34.0,Masculino,Rio de Janeiro (RJ),,,,,Preta
2678,27.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,10000.0,Até 2 anos,Preta
2679,53.0,Masculino,Pernambuco (PE),,,2500.0,de 3 a 4 anos,Branca
2680,52.0,Masculino,Goiás (GO),,,14000.0,de 4 a 6 anos,Branca
2681,33.0,Feminino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca
2682,33.0,Masculino,São Paulo (SP),,,18000.0,Até 2 anos,Branca
2683,36.0,Masculino,São Paulo (SP),,,5000.0,de 3 a 4 anos,Branca
2684,20.0,Masculino,Piauí (PI),Analista de Dados,Pleno,3500.0,Até 2 anos,Preta
2685,27.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,Até 2 anos,Indígena
2686,44.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
2687,36.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
2688,29.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
2689,39.0,Masculino,Paraná (PR),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Parda
2690,31.0,Masculino,Rio Grande do Norte (RN),Outra opção,Pleno,1500.0,Até 2 anos,Branca
2691,53.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 4 a 6 anos,Amarela
2692,34.0,Feminino,Santa Catarina (SC),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
2693,30.0,Masculino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Parda
2694,30.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
2695,30.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,Até 2 anos,Parda
2696,27.0,Masculino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca
2697,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Parda
2698,23.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca
2699,25.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
2700,34.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Parda
2701,29.0,Masculino,Rio de Janeiro (RJ),,,,,Parda
2702,35.0,Feminino,São Paulo (SP),Outra opção,Sênior,3500.0,de 3 a 4 anos,Parda
2703,31.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,14000.0,de 4 a 6 anos,Branca
2704,31.0,Masculino,Santa Catarina (SC),,,14000.0,de 4 a 6 anos,Branca
2705,38.0,Masculino,Paraná (PR),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca
2706,26.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,14000.0,de 4 a 6 anos,Branca
2707,33.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Parda
2708,24.0,Masculino,Bahia (BA),Outra opção,Júnior,1500.0,Até 2 anos,Branca
2709,42.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Branca
2710,26.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
2711,23.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Parda
2712,61.0,Masculino,São Paulo (SP),,,,,Branca
2713,52.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
2714,55.0,Feminino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
2715,30.0,Masculino,Paraná (PR),Outra opção,Pleno,3500.0,Até 2 anos,Branca
2716,34.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
2717,22.0,Feminino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Parda
2718,27.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,Até 2 anos,Parda
2719,31.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,3500.0,Até 2 anos,Parda
2720,25.0,Masculino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Parda
2721,27.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
2722,24.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
2723,28.0,Masculino,Bahia (BA),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda
2724,53.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
2725,31.0,Masculino,Minas Gerais (MG),,,14000.0,de 4 a 6 anos,Parda
2726,27.0,Masculino,São Paulo (SP),,,,,Branca
2727,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 4 a 6 anos,Branca
2728,49.0,Feminino,Ceará (CE),,,18000.0,Até 2 anos,Parda
2729,51.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Preta
2730,31.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
2731,35.0,Masculino,Rio de Janeiro (RJ),Outra opção,Pleno,3500.0,de 7 a 10 anos,Branca
2732,48.0,Feminino,São Paulo (SP),,,,,Branca
2733,28.0,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,5000.0,Até 2 anos,Parda
2734,27.0,Feminino,,,,10000.0,de 4 a 6 anos,Parda
2735,18.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,1500.0,Até 2 anos,Parda
2736,41.0,Masculino,Santa Catarina (SC),Outra opção,Pleno,5000.0,Até 2 anos,Parda
2737,22.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Branca
2738,27.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
2739,30.0,Feminino,São Paulo (SP),Analista de BI,Pleno,3500.0,Até 2 anos,Branca
2740,41.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Parda
2741,27.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,2500.0,Até 2 anos,Branca
2742,28.0,Masculino,Paraíba (PB),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
2743,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,5000.0,de 3 a 4 anos,Parda
2744,26.0,Masculino,São Paulo (SP),,,,,Branca
2745,45.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Branca
2746,33.0,Feminino,Santa Catarina (SC),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
2747,,,,,,,,
2748,39.0,Masculino,Goiás (GO),,,2500.0,de 3 a 4 anos,Parda
2749,35.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca
2750,24.0,Masculino,Distrito Federal (DF),Analista de Dados,Júnior,1500.0,de 3 a 4 anos,Branca
2751,31.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Parda
2752,23.0,Masculino,Paraná (PR),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
2753,28.0,Masculino,Maranhão (MA),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Parda
2754,24.0,Masculino,Pará (PA),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Parda
2755,27.0,Feminino,Distrito Federal (DF),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Branca
2756,38.0,Masculino,Distrito Federal (DF),,,10000.0,Mais de 10 anos,Branca
2757,25.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Branca
2758,37.0,Masculino,Santa Catarina (SC),,,18000.0,Mais de 10 anos,Parda
2759,21.0,Masculino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
2760,39.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
2761,48.0,Masculino,Rio Grande do Sul (RS),,,22500.0,Mais de 10 anos,Branca
2762,38.0,Masculino,Paraná (PR),Cientista de dados,Pleno,7000.0,de 4 a 6 anos,Branca
2763,33.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
2764,28.0,Feminino,Santa Catarina (SC),Analista de BI,Júnior,7000.0,Até 2 anos,Parda
2765,31.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda
2766,26.0,Masculino,São Paulo (SP),Analista de BI,Sênior,22500.0,de 3 a 4 anos,Branca
2767,28.0,Feminino,São Paulo (SP),Analista de BI,Sênior,7000.0,Até 2 anos,Preta
2768,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Amarela
2769,42.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,27500.0,Mais de 10 anos,Branca
2770,27.0,Feminino,São Paulo (SP),Outra opção,Júnior,7000.0,Até 2 anos,Branca
2771,43.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
2772,34.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,10000.0,de 4 a 6 anos,Preta
2773,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 4 a 6 anos,Branca
2774,34.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Parda
2775,44.0,Feminino,Rio de Janeiro (RJ),,,14000.0,de 7 a 10 anos,Branca
2776,29.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
2777,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Branca
2778,31.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Amarela
2779,33.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,Mais de 10 anos,Parda
2780,26.0,Feminino,Bahia (BA),Analista de BI,Júnior,5000.0,Até 2 anos,Parda
2781,43.0,Feminino,São Paulo (SP),,,,,Branca
2782,30.0,Feminino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
2783,31.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
2784,30.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
2785,20.0,Masculino,Mato Grosso (MT),,,,,Parda
2786,23.0,Masculino,Rio de Janeiro (RJ),,,,,Branca
2787,30.0,Masculino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
2788,31.0,Masculino,Alagoas (AL),,,10000.0,de 4 a 6 anos,Branca
2789,21.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca
2790,42.0,Masculino,Bahia (BA),,,,,Preta
2791,31.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,18000.0,de 3 a 4 anos,Branca
2792,26.0,Masculino,Ceará (CE),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda
2793,32.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
2794,33.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Parda
2795,25.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
2796,23.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
2797,29.0,Masculino,São Paulo (SP),Analista de BI,Pleno,40000.0,de 7 a 10 anos,Parda
2798,34.0,Masculino,Piauí (PI),Outra opção,Sênior,3500.0,Até 2 anos,Branca
2799,26.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
2800,34.0,Feminino,Rio de Janeiro (RJ),,,,,Preta
2801,30.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda
2802,29.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
2803,36.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
2804,25.0,Masculino,Paraná (PR),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
2805,27.0,Masculino,Bahia (BA),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca
2806,21.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,2500.0,Até 2 anos,Parda
2807,23.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
2808,22.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca
2809,34.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda
2810,29.0,Feminino,São Paulo (SP),Outra opção,Sênior,18000.0,de 3 a 4 anos,Branca
2811,28.0,Masculino,Paraíba (PB),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca
2812,41.0,Masculino,Pernambuco (PE),,,10000.0,Mais de 10 anos,Parda
2813,48.0,Masculino,Paraíba (PB),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
2814,48.0,Feminino,São Paulo (SP),Outra opção,Sênior,22500.0,de 3 a 4 anos,Branca
2815,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
2816,28.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
2817,32.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Parda
2818,30.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
2819,43.0,Masculino,São Paulo (SP),,,27500.0,de 4 a 6 anos,Branca
2820,33.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca
2821,24.0,Masculino,Mato Grosso do Sul (MS),Outra opção,Júnior,3500.0,Mais de 10 anos,Preta
2822,37.0,Masculino,Pernambuco (PE),Engenheiro de dados,Júnior,2500.0,Até 2 anos,Parda
2823,30.0,Masculino,Paraná (PR),Analista de Dados,Sênior,7000.0,Até 2 anos,Branca
2824,23.0,Masculino,,Analista de Dados,Júnior,1000.0,Até 2 anos,Preta
2825,25.0,Masculino,Pará (PA),,,3500.0,de 3 a 4 anos,Parda
2826,21.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,1500.0,Até 2 anos,Amarela
2827,38.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,22500.0,de 3 a 4 anos,Branca
2828,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
2829,40.0,Feminino,São Paulo (SP),Outra opção,Pleno,2500.0,Até 2 anos,Branca
2830,26.0,Masculino,São Paulo (SP),,,,,Branca
2831,32.0,Masculino,,,,27500.0,de 4 a 6 anos,Branca
2832,37.0,Feminino,São Paulo (SP),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
2833,29.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
2834,26.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
2835,25.0,Feminino,Paraíba (PB),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
2836,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Preta
2837,29.0,Masculino,Paraná (PR),Analista de Dados,Sênior,27500.0,de 3 a 4 anos,Amarela
2838,29.0,Masculino,Distrito Federal (DF),Analista de Dados,Sênior,14000.0,de 3 a 4 anos,Branca
2839,26.0,Feminino,Distrito Federal (DF),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
2840,33.0,Masculino,Ceará (CE),,,,,Branca
2841,52.0,Masculino,São Paulo (SP),Outra opção,Pleno,2500.0,Mais de 10 anos,Branca
2842,60.0,Masculino,Pernambuco (PE),,,,,Branca
2843,33.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
2844,31.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 7 a 10 anos,Parda
2845,29.0,Masculino,Santa Catarina (SC),,,3500.0,Até 2 anos,Outra
2846,30.0,Masculino,Pará (PA),Outra opção,Júnior,10000.0,de 7 a 10 anos,Branca
2847,40.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca
2848,45.0,Masculino,São Paulo (SP),,,7000.0,de 3 a 4 anos,Branca
2849,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Branca
2850,25.0,Masculino,Goiás (GO),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Parda
2851,28.0,Feminino,Pernambuco (PE),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca
2852,28.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,10000.0,Até 2 anos,Branca
2853,28.0,Feminino,Santa Catarina (SC),,,10000.0,de 4 a 6 anos,Branca
2854,34.0,Masculino,Paraná (PR),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda
2855,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 4 a 6 anos,Preta
2856,30.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
2857,30.0,Masculino,São Paulo (SP),,,22500.0,de 4 a 6 anos,Branca
2858,45.0,Masculino,Santa Catarina (SC),Outra opção,Sênior,3500.0,Até 2 anos,Branca
2859,35.0,Feminino,São Paulo (SP),,,3500.0,de 4 a 6 anos,Branca
2860,41.0,Masculino,Rio Grande do Sul (RS),Outra opção,Pleno,10000.0,Até 2 anos,Branca
2861,49.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca
2862,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,3500.0,Até 2 anos,Preta
2863,24.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca
2864,41.0,Masculino,,,,,,Branca
2865,33.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Parda
2866,34.0,Feminino,Rio de Janeiro (RJ),,,2500.0,Até 2 anos,Branca
2867,34.0,Masculino,Paraná (PR),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
2868,38.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
2869,35.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1000.0,Até 2 anos,Parda
2870,28.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
2871,23.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,3500.0,de 3 a 4 anos,Branca
2872,28.0,Masculino,Goiás (GO),Engenheiro de dados,Sênior,40000.0,de 4 a 6 anos,Parda
2873,31.0,Masculino,São Paulo (SP),,,14000.0,Até 2 anos,Parda
2874,31.0,Masculino,Pernambuco (PE),Outra opção,Pleno,3500.0,Até 2 anos,Branca
2875,48.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
2876,32.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
2877,46.0,Masculino,Bahia (BA),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Parda
2878,30.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
2879,26.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda
2880,22.0,Masculino,Minas Gerais (MG),Outra opção,Pleno,3500.0,de 3 a 4 anos,Parda
2881,41.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,3500.0,de 3 a 4 anos,Branca
2882,37.0,Masculino,Pará (PA),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
2883,34.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca
2884,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
2885,43.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,Mais de 10 anos,Branca
2886,25.0,Masculino,Paraná (PR),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca
2887,31.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Parda
2888,26.0,Feminino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Amarela
2889,53.0,Masculino,Bahia (BA),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
2890,34.0,Feminino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Parda
2891,24.0,Feminino,Santa Catarina (SC),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Parda
2892,28.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca
2893,47.0,Feminino,Espírito Santo (ES),,,,,Branca
2894,23.0,Masculino,Rio Grande do Norte (RN),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
